heart_rate,rmssd,sdnn,emotion
113,16,10,ANXIOUS
72,58,70,CALM
90,36,68,NORMAL
74,63,60,CALM
84,54,59,NORMAL
101,10,10,ANXIOUS
106,7,18,ANXIOUS
65,63,61,CALM
91,20,25,STRESSED
106,10,14,ANXIOUS
72,43,56,NORMAL
71,47,74,CALM
87,21,30,STRESSED
68,35,60,NORMAL
88,33,35,STRESSED
108,10,30,ANXIOUS
72,43,28,NORMAL
60,38,67,CALM
50,54,58,CALM
54,49,31,NORMAL
100,39,10,STRESSED
87,46,56,NORMAL
101,21,34,STRESSED
94,16,15,ANXIOUS
90,37,76,NORMAL
89,15,31,STRESSED
115,23,10,ANXIOUS
92,30,20,STRESSED
87,42,70,NORMAL
91,31,46,STRESSED
72,16,22,NORMAL
72,27,60,NORMAL
84,43,45,NORMAL
111,10,22,ANXIOUS
103,18,25,ANXIOUS
91,32,26,STRESSED
94,28,39,STRESSED
87,23,24,STRESSED
102,39,29,STRESSED
81,15,29,STRESSED
86,42,53,NORMAL
101,34,21,STRESSED
108,7,16,ANXIOUS
98,16,22,ANXIOUS
50,49,53,CALM
107,11,22,ANXIOUS
56,36,63,NORMAL
100,25,28,STRESSED
82,34,44,NORMAL
92,21,43,STRESSED
57,59,66,CALM
72,47,64,CALM
64,75,60,CALM
113,34,41,STRESSED
74,54,46,NORMAL
93,18,23,STRESSED
109,21,38,STRESSED
93,20,38,STRESSED
74,40,26,NORMAL
88,13,37,NORMAL
117,12,10,ANXIOUS
108,19,15,ANXIOUS
109,9,10,ANXIOUS
95,7,26,ANXIOUS
128,13,10,ANXIOUS
79,36,62,NORMAL
117,19,22,ANXIOUS
64,69,72,CALM
80,31,49,STRESSED
88,24,26,STRESSED
90,34,23,STRESSED
110,9,36,ANXIOUS
113,21,29,ANXIOUS
89,28,38,STRESSED
111,17,18,ANXIOUS
88,16,11,ANXIOUS
96,14,36,ANXIOUS
100,25,24,STRESSED
104,19,15,ANXIOUS
106,37,18,STRESSED
72,24,52,NORMAL
77,40,31,STRESSED
62,68,90,CALM
70,63,66,CALM
106,17,29,ANXIOUS
75,67,87,CALM
50,50,96,CALM
98,40,69,NORMAL
90,26,14,STRESSED
109,20,26,ANXIOUS
93,22,44,STRESSED
96,35,19,STRESSED
86,27,55,NORMAL
71,64,51,CALM
93,22,26,STRESSED
102,11,12,ANXIOUS
103,14,24,ANXIOUS
58,54,83,CALM
83,29,56,NORMAL
52,51,97,CALM
69,47,62,CALM
56,51,71,CALM
112,37,32,STRESSED
79,61,58,CALM
93,35,47,NORMAL
74,44,74,NORMAL
122,15,22,ANXIOUS
61,69,41,CALM
70,68,53,CALM
69,62,62,CALM
96,52,54,NORMAL
103,27,34,STRESSED
100,19,18,ANXIOUS
69,74,100,CALM
105,21,24,ANXIOUS
107,13,27,ANXIOUS
120,13,10,ANXIOUS
112,13,18,ANXIOUS
74,55,48,NORMAL
85,17,39,STRESSED
73,55,82,CALM
101,16,11,ANXIOUS
87,26,23,STRESSED
83,20,40,STRESSED
72,60,62,CALM
67,61,54,NORMAL
79,41,37,NORMAL
71,37,28,NORMAL
85,36,41,STRESSED
109,5,19,ANXIOUS
110,15,16,ANXIOUS
87,47,46,NORMAL
74,53,68,CALM
105,17,22,ANXIOUS
62,51,73,CALM
100,24,32,STRESSED
54,65,73,CALM
117,20,10,ANXIOUS
96,22,50,STRESSED
98,24,18,STRESSED
116,20,23,STRESSED
88,8,31,STRESSED
60,62,87,CALM
125,17,30,ANXIOUS
105,20,38,STRESSED
96,25,30,STRESSED
94,18,10,ANXIOUS
97,36,51,NORMAL
67,78,70,CALM
56,71,48,CALM
100,15,10,ANXIOUS
87,22,37,STRESSED
62,50,54,CALM
63,51,60,CALM
120,13,32,ANXIOUS
74,38,15,NORMAL
118,10,19,ANXIOUS
77,12,31,STRESSED
92,19,32,STRESSED
63,57,80,CALM
101,27,27,STRESSED
94,15,20,ANXIOUS
89,47,61,NORMAL
91,41,40,STRESSED
105,19,38,NORMAL
96,32,21,STRESSED
102,6,10,ANXIOUS
57,65,50,CALM
84,45,59,NORMAL
82,29,27,STRESSED
104,21,40,STRESSED
123,18,35,ANXIOUS
105,14,19,ANXIOUS
80,35,25,STRESSED
79,44,36,NORMAL
82,31,60,NORMAL
85,35,63,NORMAL
102,15,34,STRESSED
78,52,57,NORMAL
64,59,60,CALM
92,33,65,NORMAL
121,22,28,ANXIOUS
102,38,48,STRESSED
90,36,29,STRESSED
62,65,60,CALM
113,15,11,ANXIOUS
80,44,66,NORMAL
60,62,82,CALM
89,19,31,STRESSED
50,43,66,NORMAL
111,14,11,ANXIOUS
51,59,70,CALM
78,45,46,NORMAL
70,48,71,CALM
67,56,56,CALM
78,26,45,NORMAL
114,15,35,STRESSED
88,12,38,STRESSED
97,38,24,STRESSED
82,26,45,NORMAL
78,31,35,NORMAL
124,18,18,ANXIOUS
77,52,61,NORMAL
73,42,59,NORMAL
74,43,50,NORMAL
100,14,38,STRESSED
54,69,30,CALM
99,19,21,ANXIOUS
60,71,80,CALM
96,15,46,STRESSED
63,56,59,CALM
98,31,24,STRESSED
123,15,24,ANXIOUS
64,53,79,CALM
88,43,45,NORMAL
77,37,30,NORMAL
113,11,17,STRESSED
106,13,42,STRESSED
108,12,21,ANXIOUS
96,15,17,ANXIOUS
93,24,45,NORMAL
124,8,25,ANXIOUS
76,45,35,NORMAL
52,69,99,CALM
56,60,74,CALM
104,14,40,ANXIOUS
58,79,69,CALM
70,33,72,NORMAL
93,9,36,STRESSED
108,9,18,ANXIOUS
128,22,21,ANXIOUS
101,32,44,NORMAL
75,40,64,NORMAL
103,12,19,ANXIOUS
118,16,21,ANXIOUS
83,26,26,NORMAL
68,55,87,CALM
61,60,53,CALM
118,25,15,ANXIOUS
120,17,20,ANXIOUS
53,57,47,CALM
100,23,27,STRESSED
108,22,25,ANXIOUS
69,74,91,CALM
114,14,28,ANXIOUS
51,58,84,CALM
97,17,29,STRESSED
74,22,44,NORMAL
60,64,86,CALM
91,17,36,STRESSED
64,71,66,CALM
100,11,22,ANXIOUS
116,13,13,ANXIOUS
68,50,42,CALM
121,10,23,ANXIOUS
75,44,60,NORMAL
89,26,26,STRESSED
93,32,45,STRESSED
74,37,62,NORMAL
80,39,89,CALM
68,48,65,CALM
69,25,22,STRESSED
123,24,10,ANXIOUS
120,15,25,ANXIOUS
104,12,18,ANXIOUS
60,69,36,CALM
111,20,29,STRESSED
104,16,23,ANXIOUS
70,64,68,CALM
128,10,19,ANXIOUS
73,19,41,NORMAL
91,21,37,STRESSED
76,33,33,NORMAL
70,75,74,CALM
82,19,26,STRESSED
95,18,12,ANXIOUS
100,37,95,NORMAL
84,33,30,STRESSED
78,35,54,NORMAL
85,22,29,STRESSED
73,48,94,CALM
50,60,64,CALM
60,71,85,CALM
74,59,100,CALM
76,26,42,NORMAL
59,61,78,CALM
84,40,36,NORMAL
92,11,14,ANXIOUS
95,24,41,STRESSED
66,73,67,CALM
94,24,33,STRESSED
95,25,30,STRESSED
52,56,57,CALM
107,15,33,STRESSED
121,16,35,ANXIOUS
106,21,23,ANXIOUS
72,33,48,NORMAL
101,41,10,STRESSED
59,71,47,CALM
90,48,37,NORMAL
69,34,44,NORMAL
101,10,20,ANXIOUS
59,40,71,CALM
73,22,40,NORMAL
94,30,27,STRESSED
108,17,10,ANXIOUS
105,19,23,ANXIOUS
90,11,24,ANXIOUS
105,24,25,STRESSED
111,19,10,ANXIOUS
88,36,48,STRESSED
101,18,28,ANXIOUS
127,21,16,ANXIOUS
85,10,74,NORMAL
65,64,74,CALM
120,12,26,ANXIOUS
95,20,36,STRESSED
64,19,16,NORMAL
82,26,73,NORMAL
102,26,34,STRESSED
99,17,30,ANXIOUS
127,10,27,ANXIOUS
113,9,19,ANXIOUS
103,14,18,ANXIOUS
97,10,28,STRESSED
82,53,27,NORMAL
73,40,29,NORMAL
103,13,10,ANXIOUS
130,14,20,ANXIOUS
75,55,81,CALM
88,52,45,NORMAL
68,75,26,CALM
54,66,54,CALM
60,65,99,CALM
62,57,73,CALM
104,10,29,STRESSED
89,28,24,STRESSED
119,22,21,ANXIOUS
96,38,37,STRESSED
66,61,83,CALM
92,33,74,NORMAL
82,22,22,STRESSED
93,15,14,ANXIOUS
84,57,61,NORMAL
68,67,82,CALM
98,23,31,STRESSED
94,20,35,STRESSED
95,36,21,STRESSED
60,45,56,CALM
77,61,45,NORMAL
63,57,60,CALM
111,12,20,ANXIOUS
80,41,51,NORMAL
110,11,15,ANXIOUS
89,9,10,ANXIOUS
109,20,23,ANXIOUS
93,27,44,STRESSED
68,76,43,CALM
103,13,19,ANXIOUS
107,25,19,STRESSED
99,32,27,STRESSED
70,70,60,CALM
67,66,57,CALM
94,39,30,NORMAL
78,33,58,NORMAL
73,50,67,CALM
75,47,32,NORMAL
99,8,10,ANXIOUS
117,23,26,ANXIOUS
64,64,62,CALM
107,9,29,ANXIOUS
106,10,13,ANXIOUS
98,33,40,STRESSED
62,48,66,CALM
100,10,13,ANXIOUS
71,82,62,CALM
115,16,25,ANXIOUS
109,13,19,ANXIOUS
97,16,45,STRESSED
103,34,49,NORMAL
79,59,58,NORMAL
85,37,32,STRESSED
102,30,40,STRESSED
55,65,55,CALM
121,13,19,ANXIOUS
102,25,17,STRESSED
89,33,15,STRESSED
91,17,36,ANXIOUS
91,21,49,STRESSED
87,27,27,STRESSED
105,6,14,ANXIOUS
90,20,35,STRESSED
103,9,16,ANXIOUS
105,28,35,STRESSED
80,30,44,NORMAL
63,41,19,NORMAL
96,21,51,STRESSED
61,50,68,CALM
60,63,84,CALM
71,53,59,NORMAL
60,64,61,CALM
117,7,17,ANXIOUS
51,60,52,CALM
61,63,60,CALM
53,31,56,NORMAL
113,21,10,ANXIOUS
110,30,34,STRESSED
82,50,23,NORMAL
109,28,45,STRESSED
65,54,84,CALM
82,26,57,NORMAL
74,32,40,NORMAL
116,10,29,ANXIOUS
76,68,42,CALM
62,83,39,CALM
118,15,14,ANXIOUS
84,21,18,STRESSED
81,25,35,STRESSED
91,34,44,NORMAL
73,31,69,CALM
87,15,36,STRESSED
60,36,50,NORMAL
108,25,34,STRESSED
93,23,24,STRESSED
99,26,35,STRESSED
72,23,77,NORMAL
71,72,37,CALM
118,17,21,ANXIOUS
68,56,73,CALM
94,42,43,NORMAL
90,44,72,NORMAL
90,27,33,STRESSED
105,13,22,ANXIOUS
109,19,10,ANXIOUS
90,27,24,STRESSED
108,8,22,ANXIOUS
57,66,94,CALM
114,17,26,ANXIOUS
98,31,17,STRESSED
79,39,30,STRESSED
113,9,28,ANXIOUS
101,13,29,ANXIOUS
79,11,29,STRESSED
77,39,61,NORMAL
87,28,43,STRESSED
99,21,32,STRESSED
65,63,54,CALM
105,14,13,ANXIOUS
91,45,55,NORMAL
77,25,28,STRESSED
70,72,85,CALM
62,72,85,CALM
62,76,40,CALM
101,14,23,STRESSED
70,69,55,CALM
91,25,44,NORMAL
102,33,39,NORMAL
71,34,31,STRESSED
67,48,48,NORMAL
79,36,40,NORMAL
102,28,28,STRESSED
104,17,19,ANXIOUS
76,36,54,NORMAL
122,19,15,ANXIOUS
64,48,74,CALM
64,42,77,CALM
93,19,39,STRESSED
57,61,54,CALM
55,53,77,CALM
84,26,57,NORMAL
84,37,31,NORMAL
81,30,52,NORMAL
70,64,72,CALM
72,38,49,NORMAL
85,19,27,STRESSED
64,68,75,CALM
110,16,10,ANXIOUS
67,46,75,CALM
78,46,37,NORMAL
94,17,10,STRESSED
98,18,17,ANXIOUS
66,73,63,CALM
108,12,31,ANXIOUS
99,21,33,STRESSED
50,74,54,CALM
89,27,31,STRESSED
78,25,29,NORMAL
66,26,35,NORMAL
96,33,42,STRESSED
115,15,18,ANXIOUS
87,55,28,NORMAL
104,32,18,STRESSED
78,41,58,NORMAL
82,40,44,CALM
68,62,106,CALM
130,24,15,ANXIOUS
74,44,59,NORMAL
63,49,72,CALM
89,50,37,NORMAL
96,24,34,STRESSED
71,50,80,CALM
116,16,22,ANXIOUS
67,42,50,NORMAL
72,68,37,CALM
85,28,54,NORMAL
101,28,32,STRESSED
67,64,67,CALM
96,26,37,STRESSED
87,53,29,NORMAL
62,49,64,CALM
102,28,41,STRESSED
63,45,24,NORMAL
82,20,25,STRESSED
68,53,62,CALM
79,24,21,STRESSED
98,8,20,ANXIOUS
66,40,67,NORMAL
60,56,77,CALM
65,70,84,CALM
74,21,49,NORMAL
93,28,18,STRESSED
112,24,19,ANXIOUS
114,7,24,ANXIOUS
112,11,29,ANXIOUS
102,21,24,ANXIOUS
62,73,66,CALM
78,48,65,NORMAL
84,28,23,STRESSED
115,30,36,STRESSED
73,7,10,STRESSED
126,12,20,ANXIOUS
109,19,36,STRESSED
109,18,31,ANXIOUS
88,36,40,NORMAL
112,18,39,STRESSED
71,58,85,CALM
81,49,14,NORMAL
50,57,62,CALM
93,23,41,STRESSED
90,41,43,NORMAL
97,9,10,ANXIOUS
93,21,24,STRESSED
70,66,59,CALM
82,37,46,NORMAL
82,57,61,NORMAL
57,59,91,CALM
103,40,34,STRESSED
76,21,38,NORMAL
108,11,19,ANXIOUS
65,72,65,CALM
109,7,36,ANXIOUS
74,61,66,NORMAL
77,38,59,NORMAL
54,61,84,CALM
98,12,28,ANXIOUS
86,45,40,NORMAL
100,38,40,STRESSED
105,25,34,STRESSED
61,62,72,CALM
87,27,32,STRESSED
101,14,24,STRESSED
102,39,37,STRESSED
112,5,21,ANXIOUS
89,12,15,ANXIOUS
99,10,13,ANXIOUS
72,46,69,NORMAL
119,21,24,ANXIOUS
82,37,65,NORMAL
121,17,24,ANXIOUS
121,19,24,ANXIOUS
86,33,34,STRESSED
108,27,16,ANXIOUS
88,24,53,NORMAL
66,58,89,CALM
82,36,53,NORMAL
71,50,73,CALM
100,9,10,ANXIOUS
107,25,42,STRESSED
77,52,54,NORMAL
96,23,25,STRESSED
76,41,23,NORMAL
66,36,51,NORMAL
69,59,89,CALM
116,19,15,ANXIOUS
106,16,23,ANXIOUS
68,62,84,CALM
105,17,16,ANXIOUS
63,56,43,NORMAL
66,51,60,CALM
84,32,50,STRESSED
109,16,34,ANXIOUS
112,21,18,ANXIOUS
56,72,80,CALM
69,33,51,NORMAL
112,14,10,ANXIOUS
98,21,21,ANXIOUS
106,19,15,ANXIOUS
116,20,20,ANXIOUS
112,14,21,ANXIOUS
116,12,10,ANXIOUS
50,59,85,CALM
73,42,55,NORMAL
99,20,25,ANXIOUS
60,61,81,CALM
60,50,84,CALM
50,60,83,CALM
87,56,59,NORMAL
115,16,10,ANXIOUS
107,5,37,STRESSED
74,37,35,NORMAL
92,30,40,STRESSED
105,27,37,STRESSED
88,29,18,STRESSED
78,58,68,NORMAL
61,57,62,CALM
71,59,69,CALM
83,23,12,STRESSED
82,35,55,NORMAL
97,21,26,ANXIOUS
118,25,24,STRESSED
102,27,29,STRESSED
75,30,52,NORMAL
84,26,62,NORMAL
113,17,10,ANXIOUS
98,20,10,ANXIOUS
64,66,60,CALM
110,8,18,ANXIOUS
99,36,23,STRESSED
50,56,74,NORMAL
95,7,26,ANXIOUS
73,55,58,CALM
94,17,35,STRESSED
100,23,31,STRESSED
90,15,23,STRESSED
79,37,29,NORMAL
64,54,89,CALM
72,21,42,NORMAL
71,68,89,CALM
68,39,67,CALM
70,75,70,CALM
60,49,78,CALM
81,22,19,STRESSED
76,62,43,CALM
101,20,35,STRESSED
78,52,63,NORMAL
70,32,69,NORMAL
83,48,32,NORMAL
104,13,14,ANXIOUS
105,7,25,ANXIOUS
80,41,38,NORMAL
76,37,89,NORMAL
62,28,70,NORMAL
94,58,75,NORMAL
50,44,64,CALM
117,14,23,ANXIOUS
55,47,55,NORMAL
101,28,28,STRESSED
73,27,66,NORMAL
75,34,48,NORMAL
66,35,63,NORMAL
129,16,11,ANXIOUS
107,30,37,STRESSED
112,15,27,ANXIOUS
59,77,82,CALM
65,59,57,NORMAL
56,72,74,CALM
67,70,68,CALM
92,25,35,STRESSED
76,31,48,NORMAL
98,16,24,ANXIOUS
105,5,10,ANXIOUS
80,68,76,CALM
103,15,31,STRESSED
58,73,92,CALM
86,42,40,NORMAL
97,44,45,NORMAL
116,6,12,ANXIOUS
78,48,62,NORMAL
64,65,64,CALM
98,17,21,ANXIOUS
104,49,34,STRESSED
114,19,10,ANXIOUS
93,39,60,NORMAL
99,37,57,NORMAL
106,22,34,STRESSED
50,89,43,CALM
109,12,22,ANXIOUS
118,11,13,ANXIOUS
82,11,34,STRESSED
110,14,15,ANXIOUS
98,34,35,STRESSED
65,43,84,CALM
70,54,85,CALM
106,12,10,ANXIOUS
82,28,50,STRESSED
109,19,10,ANXIOUS
103,33,26,STRESSED
56,49,58,CALM
99,26,21,ANXIOUS
93,33,56,NORMAL
119,13,28,ANXIOUS
107,17,31,STRESSED
101,23,44,STRESSED
98,38,29,STRESSED
68,56,96,CALM
118,12,13,ANXIOUS
62,40,28,NORMAL
114,14,22,ANXIOUS
83,41,87,NORMAL
110,22,21,ANXIOUS
111,15,19,ANXIOUS
66,40,67,NORMAL
71,48,77,CALM
93,36,69,NORMAL
86,33,50,NORMAL
101,9,22,STRESSED
106,14,12,ANXIOUS
110,31,39,STRESSED
109,9,11,ANXIOUS
79,55,41,NORMAL
86,40,67,NORMAL
67,34,20,STRESSED
62,28,52,NORMAL
67,49,75,CALM
104,39,61,NORMAL
91,14,39,STRESSED
115,17,32,ANXIOUS
104,15,31,ANXIOUS
104,49,33,NORMAL
87,61,78,CALM
74,53,73,CALM
89,12,21,STRESSED
101,32,24,STRESSED
86,14,25,ANXIOUS
73,42,86,CALM
72,50,51,NORMAL
102,30,31,STRESSED
71,47,57,CALM
95,46,31,NORMAL
104,34,37,STRESSED
117,7,18,ANXIOUS
56,55,92,CALM
65,40,85,CALM
122,12,12,ANXIOUS
108,33,22,STRESSED
124,13,13,ANXIOUS
115,21,41,ANXIOUS
97,41,27,STRESSED
93,10,31,ANXIOUS
101,33,32,STRESSED
72,46,29,NORMAL
105,25,18,ANXIOUS
104,11,20,ANXIOUS
67,75,61,CALM
100,5,15,ANXIOUS
69,58,80,CALM
82,22,49,NORMAL
114,14,22,ANXIOUS
78,50,79,CALM
91,23,31,STRESSED
79,34,77,NORMAL
80,30,41,NORMAL
112,19,24,ANXIOUS
117,9,18,ANXIOUS
61,56,90,CALM
69,44,58,NORMAL
121,13,22,ANXIOUS
100,39,26,STRESSED
101,13,21,ANXIOUS
109,10,23,ANXIOUS
90,39,42,NORMAL
61,67,49,CALM
105,11,16,ANXIOUS
71,38,35,NORMAL
64,62,49,CALM
65,78,77,CALM
60,65,62,CALM
96,21,26,STRESSED
105,23,51,STRESSED
56,63,64,CALM
65,37,67,CALM
109,14,18,ANXIOUS
74,52,66,NORMAL
120,29,38,STRESSED
99,33,33,STRESSED
92,24,32,STRESSED
114,20,24,ANXIOUS
65,66,47,CALM
94,41,19,STRESSED
76,67,55,CALM
101,10,30,ANXIOUS
104,11,19,STRESSED
68,78,77,CALM
55,58,57,CALM
79,24,53,STRESSED
76,19,70,NORMAL
64,60,71,CALM
73,58,103,CALM
113,13,28,ANXIOUS
65,49,70,NORMAL
92,25,12,STRESSED
87,37,36,NORMAL
58,64,57,CALM
91,22,28,STRESSED
93,9,19,STRESSED
120,16,17,ANXIOUS
57,37,30,NORMAL
121,10,23,ANXIOUS
85,53,48,NORMAL
71,62,81,CALM
75,58,49,CALM
92,23,38,STRESSED
71,60,73,CALM
79,51,67,NORMAL
95,32,31,STRESSED
79,34,39,NORMAL
99,50,44,NORMAL
83,39,47,NORMAL
115,6,23,ANXIOUS
81,19,65,NORMAL
73,41,31,NORMAL
111,30,27,STRESSED
69,37,49,NORMAL
65,46,65,CALM
122,7,11,ANXIOUS
95,28,23,STRESSED
68,36,64,NORMAL
50,52,81,CALM
96,32,34,STRESSED
126,23,34,STRESSED
107,12,18,ANXIOUS
53,71,79,CALM
84,46,44,NORMAL
87,46,54,NORMAL
67,73,83,CALM
86,29,48,NORMAL
70,65,72,CALM
107,13,10,ANXIOUS
119,17,22,ANXIOUS
52,66,71,CALM
114,13,11,ANXIOUS
86,31,42,STRESSED
110,17,26,ANXIOUS
114,17,10,ANXIOUS
60,80,79,CALM
102,34,28,STRESSED
82,30,59,NORMAL
94,13,37,STRESSED
89,5,43,STRESSED
107,19,19,ANXIOUS
78,78,45,CALM
78,39,61,NORMAL
113,13,34,ANXIOUS
119,12,26,ANXIOUS
56,69,83,CALM
120,20,19,ANXIOUS
104,13,26,ANXIOUS
87,23,24,STRESSED
82,44,50,NORMAL
103,20,24,ANXIOUS
64,54,90,CALM
93,30,39,STRESSED
107,34,37,STRESSED
90,23,13,STRESSED
121,15,10,ANXIOUS
100,8,34,STRESSED
60,45,89,CALM
94,14,16,STRESSED
106,17,10,ANXIOUS
87,42,30,NORMAL
80,15,28,STRESSED
72,42,38,NORMAL
71,56,73,CALM
109,14,23,ANXIOUS
112,28,28,STRESSED
59,75,81,CALM
65,40,64,CALM
67,66,58,CALM
73,38,39,NORMAL
102,28,43,STRESSED
60,43,52,CALM
83,53,71,NORMAL
87,32,31,STRESSED
77,44,39,NORMAL
120,15,27,ANXIOUS
66,63,96,CALM
62,40,80,NORMAL
77,44,70,CALM
70,39,46,NORMAL
78,44,76,NORMAL
68,43,58,NORMAL
65,45,48,CALM
86,28,66,NORMAL
72,61,72,CALM
88,36,74,NORMAL
75,38,65,NORMAL
75,45,19,NORMAL
99,6,22,ANXIOUS
93,23,47,STRESSED
70,33,64,NORMAL
72,29,37,NORMAL
62,70,86,CALM
114,14,27,ANXIOUS
54,54,73,CALM
92,18,22,ANXIOUS
67,66,77,CALM
77,15,36,STRESSED
66,72,68,CALM
69,28,88,NORMAL
112,16,12,ANXIOUS
88,24,30,STRESSED
84,36,66,NORMAL
94,27,42,NORMAL
97,39,66,NORMAL
83,47,75,NORMAL
78,57,45,NORMAL
71,65,81,CALM
115,13,22,ANXIOUS
86,34,21,STRESSED
127,21,22,ANXIOUS
124,16,19,ANXIOUS
72,68,64,CALM
91,22,40,NORMAL
92,22,44,STRESSED
87,65,63,NORMAL
76,64,81,CALM
67,30,45,NORMAL
71,46,54,NORMAL
64,68,80,CALM
67,66,90,CALM
63,55,88,CALM
69,26,39,NORMAL
61,50,62,CALM
130,17,14,ANXIOUS
89,49,56,NORMAL
83,8,13,ANXIOUS
100,17,42,STRESSED
61,48,64,NORMAL
66,57,53,CALM
97,15,20,ANXIOUS
81,32,25,STRESSED
59,71,62,CALM
120,18,19,ANXIOUS
71,37,39,NORMAL
69,59,72,CALM
110,15,10,ANXIOUS
63,74,67,CALM
113,11,33,STRESSED
60,64,41,CALM
85,41,65,NORMAL
64,41,55,CALM
119,17,27,ANXIOUS
105,28,22,STRESSED
75,70,78,CALM
88,25,55,NORMAL
118,19,26,ANXIOUS
102,12,23,ANXIOUS
57,64,57,CALM
107,12,19,ANXIOUS
114,19,23,ANXIOUS
114,36,29,STRESSED
56,68,50,CALM
80,32,48,NORMAL
96,20,15,ANXIOUS
95,30,68,NORMAL
122,12,16,ANXIOUS
84,10,35,STRESSED
95,13,19,ANXIOUS
77,35,68,NORMAL
77,33,56,NORMAL
92,31,28,STRESSED
76,49,65,NORMAL
99,11,39,STRESSED
67,51,49,CALM
109,26,14,STRESSED
120,14,16,ANXIOUS
89,31,28,STRESSED
109,19,29,ANXIOUS
88,60,39,NORMAL
68,51,53,CALM
88,27,42,STRESSED
103,19,10,ANXIOUS
83,60,95,NORMAL
67,38,43,NORMAL
76,28,43,NORMAL
73,76,78,CALM
95,36,20,STRESSED
99,28,22,STRESSED
88,28,18,STRESSED
68,45,60,NORMAL
124,16,10,ANXIOUS
93,30,29,STRESSED
82,32,58,NORMAL
84,49,50,NORMAL
85,31,40,STRESSED
110,16,10,ANXIOUS
98,23,12,STRESSED
74,37,50,NORMAL
83,32,26,NORMAL
99,13,17,ANXIOUS
92,29,30,STRESSED
81,5,36,STRESSED
81,13,28,STRESSED
99,27,67,NORMAL
67,62,78,CALM
93,26,31,STRESSED
61,73,86,CALM
92,17,41,STRESSED
84,29,49,NORMAL
115,12,25,ANXIOUS
106,13,33,ANXIOUS
100,6,18,ANXIOUS
94,36,42,STRESSED
87,43,44,NORMAL
71,44,53,NORMAL
103,26,19,STRESSED
63,49,61,CALM
70,41,61,NORMAL
115,12,10,ANXIOUS
109,22,23,ANXIOUS
96,25,45,STRESSED
96,24,29,STRESSED
119,15,15,ANXIOUS
106,12,10,ANXIOUS
64,61,91,CALM
82,40,65,NORMAL
91,53,34,NORMAL
104,30,12,STRESSED
130,12,18,ANXIOUS
107,15,24,ANXIOUS
70,63,80,CALM
99,26,47,STRESSED
117,13,10,ANXIOUS
93,16,17,STRESSED
83,8,26,STRESSED
101,18,10,ANXIOUS
57,58,84,CALM
89,19,39,ANXIOUS
56,63,77,CALM
122,6,20,ANXIOUS
100,23,21,STRESSED
103,12,30,ANXIOUS
76,68,81,CALM
60,59,39,CALM
105,21,29,ANXIOUS
65,58,53,CALM
106,25,26,STRESSED
73,47,47,NORMAL
83,13,16,ANXIOUS
63,47,79,CALM
90,48,56,NORMAL
61,38,28,NORMAL
77,37,19,NORMAL
50,68,79,CALM
73,48,62,NORMAL
98,19,24,ANXIOUS
68,70,54,NORMAL
74,24,37,NORMAL
79,33,65,NORMAL
122,18,17,ANXIOUS
105,19,39,STRESSED
125,13,15,ANXIOUS
96,5,25,ANXIOUS
73,42,62,NORMAL
91,21,34,STRESSED
70,54,48,CALM
99,22,34,STRESSED
94,37,39,STRESSED
98,9,22,ANXIOUS
80,38,58,NORMAL
90,35,51,NORMAL
71,64,55,CALM
103,9,21,ANXIOUS
116,33,12,STRESSED
94,31,53,NORMAL
80,57,49,NORMAL
94,22,34,STRESSED
84,25,19,STRESSED
52,64,76,CALM
86,44,33,STRESSED
65,59,106,CALM
113,21,38,ANXIOUS
73,61,58,CALM
60,39,69,NORMAL
75,60,67,CALM
88,47,57,NORMAL
113,29,15,ANXIOUS
104,28,17,STRESSED
102,28,41,STRESSED
60,74,84,CALM
85,49,60,NORMAL
95,34,58,NORMAL
94,15,20,ANXIOUS
76,67,97,CALM
72,51,37,NORMAL
64,58,55,CALM
66,45,58,NORMAL
130,20,29,ANXIOUS
101,22,40,STRESSED
90,29,37,NORMAL
71,32,67,NORMAL
121,12,10,ANXIOUS
58,60,65,CALM
100,37,24,NORMAL
54,70,46,CALM
99,21,35,STRESSED
75,55,55,CALM
84,23,26,STRESSED
98,17,22,ANXIOUS
78,71,70,CALM
59,50,99,CALM
74,59,61,NORMAL
117,13,19,ANXIOUS
92,42,32,NORMAL
116,17,18,ANXIOUS
86,27,27,STRESSED
73,41,41,NORMAL
70,25,38,NORMAL
86,12,33,STRESSED
87,22,27,STRESSED
87,19,18,STRESSED
91,23,24,STRESSED
69,63,77,CALM
67,47,64,CALM
100,22,27,STRESSED
110,12,20,ANXIOUS
85,45,77,NORMAL
107,19,13,ANXIOUS
69,44,47,CALM
50,59,65,CALM
107,16,10,ANXIOUS
79,48,20,STRESSED
73,33,40,NORMAL
62,45,79,CALM
63,56,75,CALM
59,70,74,CALM
65,34,38,NORMAL
68,64,83,CALM
101,19,13,ANXIOUS
98,14,39,STRESSED
104,11,16,ANXIOUS
89,22,25,ANXIOUS
101,26,24,STRESSED
58,65,84,CALM
79,42,49,NORMAL
128,21,19,ANXIOUS
96,29,34,NORMAL
87,31,38,NORMAL
75,43,70,NORMAL
63,57,49,CALM
97,20,30,ANXIOUS
122,13,18,ANXIOUS
87,55,57,NORMAL
96,29,65,NORMAL
89,42,24,NORMAL
88,34,49,NORMAL
76,62,65,NORMAL
98,27,23,STRESSED
100,7,20,ANXIOUS
99,31,14,STRESSED
50,41,77,CALM
